Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.950001,29.082500,28.690001,29.037500,27.548414,115127600
2017-01-04,28.962500,29.127501,28.937500,29.004999,27.517582,84472400
2017-01-05,28.980000,29.215000,28.952499,29.152500,27.657520,88774400
2017-01-06,29.195000,29.540001,29.117500,29.477501,27.965857,127007600
2017-01-09,29.487499,29.857500,29.485001,29.747499,28.222006,134247600
2017-01-10,29.692499,29.844999,29.575001,29.777500,28.250471,97848400
2017-01-11,29.684999,29.982500,29.650000,29.937500,28.402262,110354400
2017-01-12,29.725000,29.825001,29.552500,29.812500,28.283670,108344800
2017-01-13,29.777500,29.905001,29.702499,29.760000,28.233862,104447600
2017-01-17,29.584999,30.059999,29.555000,30.000000,28.461563,137759200
2017-01-18,30.000000,30.125000,29.927500,29.997499,28.459183,94852000
2017-01-19,29.850000,30.022499,29.842501,29.945000,28.409378,102389200
2017-01-20,30.112499,30.112499,29.932501,30.000000,28.461563,130391600
2017-01-23,30.000000,30.202499,29.942499,30.020000,28.480532,88200800
2017-01-24,29.887501,30.025000,29.875000,29.992500,28.454441,92844000
2017-01-25,30.105000,30.525000,30.070000,30.469999,28.907455,129510400
2017-01-26,30.417500,30.610001,30.400000,30.485001,28.921686,105350400
2017-01-27,30.535000,30.587500,30.400000,30.487499,28.924057,82251600
2017-01-30,30.232500,30.407499,30.165001,30.407499,28.848156,121510000
2017-01-31,30.287500,30.347500,30.155001,30.337500,28.781750,196804000
2017-02-01,31.757500,32.622501,31.752501,32.187500,30.536879,447940000
2017-02-02,31.995001,32.347500,31.945000,32.132500,30.484697,134841600
2017-02-03,32.077499,32.297501,32.040001,32.270000,30.615150,98029200
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.902138,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,31.196234,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.317196,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.543493,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.472033,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.750734,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,32.162846,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,32.279568,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,32.241451,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.329590,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.563034,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.660694,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.522533,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.553505,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.617813,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.632114,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,33.299088,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,33.101376,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,33.296707,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,33.191895,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,33.234776,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,33.110909,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,33.034672,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,33.144257,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,33.158543,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,33.108528,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.458694,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.513470,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.346737,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.696899,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.311001,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.687370,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.568260,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.501568,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.558743,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,34.254307,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.330524,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,34.285263,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,34.220959,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,34.230484,79942800
